customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4510-UIK,Male,1,Yes,No,19,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),105.82,2025.52,Yes
1202-VLR,Male,0,No,Yes,34,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Electronic check,69.65,2379.14,No
5218-WOY,Male,0,Yes,Yes,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,75.06,4113.55,No
9958-XRF,Male,0,Yes,No,18,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),18.85,324.14,Yes
5389-YUM,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.91,1353.12,Yes
3327-ZXT,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,20.74,,Yes
9004-AAA,Female,1,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,94.08,566.7,Yes
3931-BDH,Female,0,Yes,Yes,21,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,32.89,681.04,Yes
8777-CGO,Female,0,No,No,70,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,105.59,7395.22,No
1197-DJV,Female,1,No,No,48,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,82.9,3974.24,No
8125-EMC,Male,0,Yes,Yes,39,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),41.31,1624.3,Yes
2930-FPJ,Female,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),34.1,1062.1,No
7287-GSQ,Male,0,No,Yes,10,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,81.33,808.57,No
9800-HVX,Female,0,Yes,No,30,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,108.78,3266.87,Yes
5282-IYE,Female,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),90.45,1647.83,No
3511-JBL,Female,1,No,No,60,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,53.28,3188.26,No
1659-KES,Male,0,No,No,15,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),77.28,1165.24,Yes
3811-LHZ,Female,0,No,No,4,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),49.48,196.86,Yes
8098-MKG,Male,0,Yes,Yes,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,118.66,7481.98,No
7546-NNN,Male,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),93.51,3730.58,Yes
2986-OQU,Female,0,Yes,No,9,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),80.0,721.66,No
9338-PTB,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),60.79,563.73,Yes
3911-QWI,Female,0,Yes,No,26,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.37,2075.56,Yes
2734-RZP,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),52.58,190.38,No
2843-SCW,Female,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),21.15,319.03,Yes
9680-TFD,Male,0,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,57.96,851.84,Yes
3976-UIK,Male,0,Yes,No,52,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),111.76,5820.45,No
2959-VLR,Female,0,No,No,69,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,81.19,5581.02,No
6759-WOY,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,26.69,128.98,No
7694-XRF,Male,1,Yes,No,20,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),107.19,2153.07,Yes
3385-YUM,Male,0,Yes,No,18,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),45.27,821.11,No
5736-ZXT,Male,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),42.75,79.72,Yes
2802-AAA,Female,0,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),48.11,628.29,No
9155-BDH,Male,0,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,76.26,306.65,No
9120-CGO,Female,0,Yes,No,42,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,72.99,3062.22,Yes
7616-DJV,Male,0,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),67.64,,No
6534-EMC,Male,0,Yes,No,8,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,90.36,756.41,Yes
5061-FPJ,Female,0,No,No,67,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),50.06,3366.16,No
1262-GSQ,Male,0,No,No,63,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,96.85,6138.76,No
7287-HVX,Female,0,Yes,No,9,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,35.87,315.38,Yes
9815-IYE,Female,1,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,96.9,1064.63,Yes
3049-JBL,Male,0,No,No,42,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.96,3548.34,No
6423-KES,Female,0,Yes,No,13,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),86.91,1117.69,No
5548-LHZ,Female,0,No,No,36,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),66.65,2427.93,No
4108-MKG,Male,0,Yes,Yes,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),85.28,1100.81,Yes
8158-NNN,Female,0,No,Yes,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,26.27,344.03,Yes
8400-OQU,Female,0,No,No,37,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Electronic check,103.83,3823.06,No
4170-PTB,Female,1,No,Yes,52,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,23.83,1223.36,No
3255-QWI,Male,0,No,No,71,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,33.2,2352.08,No
2154-RZP,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,76.22,151.48,Yes
5499-SCW,Male,0,Yes,No,56,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,92.56,5197.21,Yes
7295-TFD,Male,0,No,No,60,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.91,1561.36,No
7197-UIK,Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,110.79,2541.93,Yes
2648-VLR,Female,0,No,No,40,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,116.1,4642.0,Yes
6539-WOY,Female,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),79.15,5060.81,No
5199-XRF,Male,1,Yes,No,23,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,66.61,1518.31,No
9445-YUM,Female,0,No,Yes,29,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,92.76,2676.72,No
3557-ZXT,Female,0,Yes,No,51,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),51.25,2629.17,Yes
6592-AAA,Female,0,No,Yes,69,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,67.82,4652.16,No
1098-BDH,Female,0,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),110.32,3444.18,Yes
3200-CGO,Female,0,Yes,Yes,50,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,114.29,5709.36,Yes
3961-DJV,Male,0,No,Yes,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),111.42,2216.81,Yes
5973-EMC,Male,0,Yes,No,55,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,44.63,2465.75,No
5433-FPJ,Female,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),41.61,105.5,No
3869-GSQ,Female,0,No,No,25,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,48.17,1221.01,Yes
1956-HVX,Female,0,Yes,No,13,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),62.6,821.33,No
9352-IYE,Female,1,No,No,70,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.82,3503.7,No
6699-JBL,Male,0,Yes,Yes,67,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,55.86,3716.87,No
7944-KES,Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.62,4668.13,Yes
5493-LHZ,Male,0,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,94.88,6058.65,Yes
5911-MKG,Male,0,Yes,No,69,No,No phone service,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),92.17,6378.1,No
4987-NNN,Female,0,Yes,Yes,59,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Electronic check,100.1,5900.15,No
7015-OQU,Male,1,Yes,No,60,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,21.48,1301.48,No
2218-PTB,Male,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),23.05,1437.14,No
5496-QWI,Male,0,No,No,16,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,97.58,1548.35,Yes
5735-RZP,Male,0,Yes,Yes,68,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,71.82,4874.96,Yes
5555-SCW,Female,0,No,No,15,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),76.35,1164.66,Yes
9050-TFD,Female,0,No,Yes,55,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),23.53,1282.52,Yes
4446-UIK,Male,0,Yes,Yes,35,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),43.91,1538.72,No
2045-VLR,Female,1,No,No,55,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,82.4,4520.26,No
7893-WOY,Female,0,Yes,Yes,14,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,104.6,1459.69,Yes
2693-XRF,Female,0,No,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,110.41,5409.4,Yes
4436-YUM,Female,0,Yes,Yes,7,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,68.54,468.04,No
9754-ZXT,Female,0,No,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),73.07,2177.69,No
6895-AAA,Male,0,No,No,49,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,101.97,5000.82,Yes
4354-BDH,Female,0,Yes,No,16,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,72.28,1143.81,Yes
1225-CGO,Female,0,No,No,51,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,70.19,3567.53,No
5893-DJV,Female,0,No,Yes,72,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),109.21,7849.03,No
8022-EMC,Female,0,Yes,No,42,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),97.64,4099.71,No
6600-FPJ,Male,0,Yes,No,17,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),109.61,1877.53,Yes
8996-GSQ,Male,1,No,Yes,63,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,40.18,2553.94,No
8683-HVX,Male,0,No,No,45,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.95,3181.86,Yes
5642-IYE,Male,0,No,No,7,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),102.92,752.69,No
8679-JBL,Female,0,No,Yes,27,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,29.42,779.27,Yes
9208-KES,Male,1,No,Yes,10,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,98.11,997.35,Yes
8339-LHZ,Female,1,No,Yes,34,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,36.64,1234.93,Yes
3205-MKG,Female,0,Yes,Yes,36,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,99.47,3567.86,Yes
2069-NNN,Female,1,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),79.76,1982.83,Yes
4444-OQU,Female,0,No,No,6,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,37.67,225.23,Yes
2060-PTB,Female,0,No,No,24,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,65.82,1588.38,No
3327-QWI,Male,0,Yes,No,18,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),86.78,1572.09,Yes
4420-RZP,Male,0,Yes,Yes,6,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),81.95,477.54,Yes
1301-SCW,Male,0,No,No,29,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),61.19,1759.67,Yes
1606-TFD,Male,0,No,No,25,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,108.64,2702.25,No
4170-UIK,Female,0,Yes,No,55,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,70.44,3872.53,No
1699-VLR,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,69.09,3174.99,Yes
6088-WOY,Female,0,Yes,No,24,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.51,573.99,Yes
1190-XRF,Male,0,Yes,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,110.92,2887.96,Yes
1980-YUM,Female,0,Yes,No,28,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,36.05,1043.34,Yes
3975-ZXT,Female,0,Yes,Yes,3,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,71.35,206.48,Yes
7102-AAA,Male,0,No,Yes,38,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Electronic check,99.01,3755.88,No
2184-BDH,Female,1,Yes,Yes,61,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,39.9,2442.29,No
4327-CGO,Female,0,No,No,51,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),71.25,3625.37,No
4394-DJV,Male,0,No,No,48,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),42.44,2047.15,No
9319-EMC,Female,0,Yes,No,21,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,94.6,1975.82,Yes
2816-FPJ,Male,0,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,74.97,4075.86,Yes
6854-GSQ,Male,0,Yes,No,56,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,104.28,5844.85,No
7709-HVX,Male,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,108.15,6371.55,No
1569-IYE,Female,1,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,83.45,5999.57,No
6442-JBL,Female,0,No,Yes,51,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),91.15,4640.94,No
2895-KES,Female,1,No,No,20,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),73.45,1489.59,No
3733-LHZ,Male,1,Yes,No,59,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),56.89,3337.48,No
4863-MKG,Female,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.39,5910.67,Yes
8455-NNN,Male,1,No,Yes,9,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),109.53,977.35,Yes
5014-OQU,Male,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,60.13,59.89,No
2686-PTB,Female,0,Yes,No,29,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),49.85,1441.58,No
4009-QWI,Male,0,No,Yes,63,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,57.29,3586.9,No
8806-RZP,Female,1,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),62.01,4458.72,No
1154-SCW,Female,1,No,No,56,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,25.64,1434.35,No
2409-TFD,Female,0,Yes,Yes,68,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,68.34,4637.7,No
1784-UIK,Female,0,No,No,35,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.93,,Yes
9096-VLR,Female,0,Yes,Yes,3,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,77.39,245.96,Yes
8560-WOY,Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Electronic check,54.71,381.79,Yes
8343-XRF,Male,0,Yes,No,27,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,79.87,2159.95,No
8206-YUM,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,106.51,74.09,Yes
6596-ZXT,Female,0,No,No,71,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),114.27,8106.85,Yes
6801-AAA,Female,0,Yes,No,44,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),76.9,3398.67,No
3806-BDH,Female,1,No,Yes,41,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,22.53,917.38,Yes
1537-CGO,Male,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,115.66,4846.66,No
6986-DJV,Female,0,Yes,Yes,33,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),89.19,2977.44,No
2841-EMC,Male,0,Yes,No,50,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,52.01,2627.79,No
9716-FPJ,Male,1,Yes,No,63,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,33.04,2088.53,No
7971-GSQ,Female,1,Yes,No,37,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Mailed check,32.66,1225.5,No
6625-HVX,Female,0,Yes,No,59,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),35.11,2038.1,No
3950-IYE,Male,0,No,Yes,48,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,22.83,1084.03,No
8992-JBL,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,108.92,537.55,Yes
5780-KES,Male,0,No,No,48,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,72.6,3481.26,No
3368-LHZ,Female,0,No,No,3,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.6,258.45,Yes
7655-MKG,Female,0,Yes,No,47,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),101.47,4730.84,No
9173-NNN,Male,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,97.8,6069.39,No
5495-OQU,Female,0,No,No,14,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,106.95,1505.45,No
7002-PTB,Male,0,No,Yes,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,115.46,7298.01,Yes
7614-QWI,Female,0,No,No,61,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,62.38,3793.36,No
6919-RZP,Male,0,Yes,No,31,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),113.76,3513.51,Yes
1853-SCW,Male,1,No,No,17,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),90.94,1505.78,Yes
5146-TFD,Female,0,No,Yes,24,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,25.35,604.0,Yes
4769-UIK,Male,1,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,86.77,2009.23,Yes
1574-VLR,Female,0,No,No,50,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.27,4354.32,Yes
2148-WOY,Female,0,Yes,No,70,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),109.29,7682.45,No
7293-XRF,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.73,1500.86,Yes
7457-YUM,Male,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Mailed check,77.03,1157.65,No
8509-ZXT,Male,0,No,No,50,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),19.47,953.05,No
5777-AAA,Female,0,Yes,No,36,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),51.62,1862.63,No
4854-BDH,Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),24.51,166.39,Yes
3491-CGO,Male,0,Yes,Yes,3,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,70.7,222.51,Yes
4124-DJV,Female,0,Yes,No,62,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,100.4,6235.67,No
6691-EMC,Female,0,No,Yes,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.0,1853.39,Yes
4051-FPJ,Male,0,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),71.26,4331.56,No
1004-GSQ,Female,0,Yes,No,32,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),38.75,1242.41,No
6222-HVX,Male,0,Yes,No,13,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),30.38,403.4,No
6315-IYE,Female,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,69.61,76.24,Yes
5869-JBL,Male,1,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.2,877.82,Yes
1876-KES,Female,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,77.28,4755.48,Yes
8027-LHZ,Female,0,No,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.4,1524.6,No
5142-MKG,Male,1,No,No,31,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,28.97,895.78,Yes
7966-NNN,Female,0,Yes,Yes,64,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,73.52,4696.78,No
8079-OQU,Male,0,No,No,25,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.69,1953.71,Yes
8987-PTB,Female,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,21.16,803.41,Yes
7799-QWI,Male,0,No,No,14,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,75.87,1042.39,No
